         8381846 function calls (8245540 primitive calls) in 14.821 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cookies.py:1243(YoutubeDLCookieJar)
        6    0.000    0.000    0.000    0.000 response.py:577(__init__)
       56    0.000    0.000    0.000    0.000 cookies.py:94(origin_req_host)
      232    0.000    0.000    0.000    0.000 copy.py:232(_keep_alive)
        2    0.000    0.000    0.000    0.000 <frozen os>:202(makedirs)
       89    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:427(handle_from_url)
        2    0.000    0.000    0.000    0.000 lazy_extractors.py:15200(suitable)
        6    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
       56    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        4    0.000    0.000    0.000    0.000 _video.py:2976(_invalid_player_response)
       51    0.000    0.000    0.000    0.000 parse.py:1120(_splithost)
      121    0.000    0.000    0.000    0.000 networking.py:153(pop)
      121    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        1    0.000    0.000    0.000    0.000 lazy_extractors.py:14867(suitable)
       42    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
      928    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
       24    0.000    0.000    0.000    0.000 _utils.py:5041(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
      100    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       14    0.000    0.000    0.000    0.000 dataclasses.py:768(_get_field)
        6    0.000    0.000    0.000    0.000 common.py:260(_merge_headers)
      111    0.000    0.000    0.000    0.000 networking.py:88(__contains__)
        8    0.000    0.000    0.000    0.000 compat_utils.py:47(passthrough_module)
        2    0.000    0.000    0.000    0.000 _utils.py:1421(__contains__)
       33    0.000    0.000    0.000    0.000 <frozen ntpath>:403(expandvars)
      109    0.000    0.000    0.000    0.000 common.py:1217(get_param)
      100    0.000    0.000    0.000    0.000 __init__.py:101(find_spec)
       30    0.000    0.000    0.000    0.000 traversal.py:175(<genexpr>)
      161    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        6    0.000    0.000    0.000    0.000 common.py:80(_get_handlers)
       56    0.000    0.000    0.000    0.000 cookies.py:46(get_origin_req_host)
      460    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        7    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       35    0.000    0.000    0.000    0.000 _local.py:148(__truediv__)
      104    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       20    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        2    0.000    0.000    0.000    0.000 _utils.py:1351(date_from_str)
        3    0.000    0.000    0.000    0.000 _utils.py:1213(parse_iso8601)
        6    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       16    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
      163    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.000    0.000 _parser.py:997(parse_template)
      984    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       24    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
       45    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
     1585    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       72    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       36    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        3    0.000    0.000    0.000    0.000 cache.py:17(_get_root_dir)
        1    0.000    0.000    0.000    0.000 lazy_extractors.py:14885(suitable)
     1840    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
       24    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
       26    0.000    0.000    0.000    0.000 queue.py:140(put)
       12    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        1    0.000    0.000    0.000    0.000 _base.py:236(BadgeType)
        2    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
       98    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
     2383    0.000    0.000    0.000    0.000 _video.py:2035(<genexpr>)
       76    0.000    0.000    0.000    0.000 _local.py:117(__init__)
       56    0.000    0.000    0.000    0.000 cookies.py:43(get_host)
       21    0.000    0.000    0.000    0.000 _base.py:515(<lambda>)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 _base.py:474(_initialize_cookie_auth)
       23    0.000    0.000    0.000    0.000 common.py:17(run_wrapper)
        6    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 compat_utils.py:1(<module>)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
      460    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      518    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        6    0.000    0.000    0.000    0.000 models.py:658(__init__)
       45    0.000    0.000    0.000    0.000 copy.py:248(_reconstruct)
       16    0.000    0.000    0.000    0.000 _utils.py:4716(get_user_config_dirs)
      757    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       84    0.000    0.000    0.000    0.000 encoder.py:161(default)
       13    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
      590    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       24    0.000    0.000    0.000    0.000 message.py:533(get_all)
  528/526    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        6    0.000    0.000    0.000    0.000 client.py:261(__init__)
       18    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
      172    0.000    0.000    0.000    0.000 jsinterp.py:52(_js_mod)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       28    0.000    0.000    0.000    0.000 queue.py:180(get)
        1    0.000    0.000    0.000    0.000 _redirect.py:1(<module>)
       20    0.000    0.000    0.000    0.000 cookiejar.py:1004(set_ok_path)
       14    0.000    0.000    0.000    0.000 _utils.py:932(formatSeconds)
        6    0.000    0.000    0.000    0.000 message.py:487(items)
      247    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       58    0.000    0.000    0.000    0.000 copy.py:192(_deepcopy_list)
        5    0.000    0.000    0.000    0.000 _video.py:3458(_extract_storyboard)
      110    0.000    0.000    0.000    0.000 <frozen os>:785(encodekey)
       41    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
        1    0.000    0.000    0.000    0.000 _video.py:2443(_extract_chapters_from_engagement_panel)
        8    0.000    0.000    0.000    0.000 gettext.py:231(_expand_lang)
       46    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
       43    0.000    0.000    0.000    0.000 _utils.py:5376(<lambda>)
      168    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
       56    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
      179    0.000    0.000    0.000    0.000 _utils.py:636(replace_insane)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
        6    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        6    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       78    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      666    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       93    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:674(_check_name_wrapper)
       18    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        6    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        4    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
       20    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
       11    0.000    0.000    0.000    0.000 inspect.py:3259(bind)
       67    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
       46    0.000    0.000    0.000    0.000 cookies.py:271(__init__)
        6    0.000    0.000    0.000    0.000 common.py:349(validate)
       26    0.000    0.000    0.000    0.000 tokenize.py:466(tokenize)
      479    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      121    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
       30    0.000    0.000    0.000    0.000 dataclasses.py:709(_is_type)
        4    0.000    0.000    0.000    0.000 connection.py:296(is_connected)
       66    0.000    0.000    0.000    0.000 _utils.py:2831(q)
        2    0.000    0.000    0.000    0.000 YoutubeDL.py:2635(_sort_thumbnails)
      229    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:3013(to_screen)
       64    0.000    0.000    0.000    0.000 traversal.py:470(<genexpr>)
       87    0.000    0.000    0.000    0.000 YoutubeDL.py:1726(_load_cookies)
      103    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.000    0.000 _base.py:889(<lambda>)
     1654    0.000    0.000    0.000    0.000 copy.py:173(_deepcopy_atomic)
       43    0.000    0.000    0.000    0.000 _utils.py:5350(<lambda>)
       15    0.000    0.000    0.000    0.000 common.py:118(decorator)
      429    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 common.py:340(_validate)
        4    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
       11    0.000    0.000    0.000    0.000 inspect.py:3120(_bind)
        1    0.000    0.000    0.000    0.000 networking.py:1(<module>)
        2    0.000    0.000    0.000    0.000 websocket.py:1(<module>)
        6    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       59    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        3    0.000    0.000    0.000    0.000 YoutubeDL.py:3014(<genexpr>)
        6    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        6    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
      103    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:4112(proxies)
      317    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot_ex}
       92    0.000    0.000    0.000    0.000 utils.py:1045(_validate_header_part)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:3393(existing_video_file)
        2    0.000    0.000    0.000    0.000 socket.py:497(_real_close)
      114    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        6    0.000    0.000    0.000    0.000 _strptime.py:324(__seqToRE)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       43    0.000    0.000    0.000    0.000 _utils.py:5373(<lambda>)
        1    0.000    0.000    0.000    0.000 metadataparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
       54    0.000    0.000    0.000    0.000 networking.py:82(sensitive)
        1    0.000    0.000    0.000    0.000 request.py:37(getproxies)
       18    0.000    0.000    0.000    0.000 common.py:2096(format_url)
        1    0.000    0.000    0.000    0.000 _base.py:420(ucid_or_none)
       86    0.000    0.000    0.000    0.000 YoutubeDL.py:2181(_filter)
        6    0.000    0.000    0.000    0.000 _utils.py:752(extract_basic_auth)
        6    0.000    0.000    0.000    0.000 common.py:560(close)
       90    0.000    0.000    0.000    0.000 message.py:425(__setitem__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x000001DF8F64DBC0}
        4    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       26    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
      4/1    0.000    0.000    0.000    0.000 YoutubeDL.py:2304(_parse_format_selection)
       20    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
      186    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        4    0.000    0.000    0.000    0.000 wait.py:33(select_wait_for_socket)
       46    0.000    0.000    0.000    0.000 cookies.py:331(set)
        2    0.000    0.000    0.000    0.000 connection.py:566(__init__)
       98    0.000    0.000    0.000    0.000 {built-in method time.time}
       58    0.000    0.000    0.000    0.000 YoutubeDL.py:2636(<lambda>)
        6    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       43    0.000    0.000    0.000    0.000 YoutubeDL.py:2890(<lambda>)
      693    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 _strptime.py:94(__calc_weekday)
        4    0.000    0.000    0.000    0.000 _utils.py:4710(get_executable_path)
       78    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        3    0.000    0.000    0.000    0.000 _utils.py:2013(str_to_int)
        6    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
      111    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _utils.py:5680(_ProgressState)
      693    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      167    0.000    0.000    0.000    0.000 _utils.py:5621(filesize_from_tbr)
        6    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
      167    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:2675(_fill_common_fields)
      185    0.000    0.000    0.000    0.000 url.py:242(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:207(build_innertube_clients)
        6    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 cookies.py:746(_LinuxKeyring)
       12    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      330    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 niconico.py:1(<module>)
       25    0.000    0.000    0.000    0.000 _video.py:1993(_signature_cache_id)
        1    0.000    0.000    0.000    0.000 _requests.py:269(__init__)
        3    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
       14    0.000    0.000    0.000    0.000 <frozen ntpath>:222(split)
      280    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 dataclasses.py:610(_init_fn)
       58    0.000    0.000    0.000    0.000 networking.py:68(__new__)
       14    0.000    0.000    0.000    0.000 _utils.py:925(timetuple_from_msec)
        1    0.000    0.000    0.000    0.000 _mistakes.py:1(<module>)
        4    0.000    0.000    0.000    0.000 YoutubeDL.py:2532(selector_function)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 _utils.py:541(__init__)
       31    0.000    0.000    0.000    0.000 {built-in method time.strftime}
      292    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
      126    0.000    0.000    0.000    0.000 util.py:19(to_str)
        2    0.000    0.000    0.000    0.000 _utils.py:810(unescapeHTML)
       22    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
      174    0.000    0.000    0.000    0.000 {built-in method _operator.add}
       36    0.000    0.000    0.000    0.000 common.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:435(_preferred_lang)
       43    0.000    0.000    0.000    0.000 _utils.py:5371(<lambda>)
        1    0.000    0.000    0.000    0.000 openload.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _strptime.py:193(__find_month_format)
        6    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
       36    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 _search.py:1(<module>)
      267    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        6    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
       18    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 exec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _video.py:2428(_extract_chapters_from_json)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       76    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
       66    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       14    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
       14    0.000    0.000    0.000    0.000 calendar.py:123(__getitem__)
       43    0.000    0.000    0.000    0.000 enum.py:825(__setattr__)
        2    0.000    0.000    0.000    0.000 _base.py:853(_extract_and_report_alerts)
      504    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
       57    0.000    0.000    0.000    0.000 _utils.py:5350(<genexpr>)
       45    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       13    0.000    0.000    0.000    0.000 <frozen os>:810(getenv)
       24    0.000    0.000    0.000    0.000 url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 _strptime.py:227(__find_weekday_format)
      100    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      258    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      228    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 response.py:499(_flush_decoder)
       72    0.000    0.000    0.000    0.000 _local.py:237(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 types.py:1(<module>)
       49    0.000    0.000    0.000    0.000 _strptime.py:339(<genexpr>)
      448    0.000    0.000    0.000    0.000 {built-in method math.floor}
      484    0.000    0.000    0.000    0.000 {built-in method fromhex}
      122    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 sponskrub.py:1(<module>)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:3230(existing_file)
       28    0.000    0.000    0.000    0.000 jsinterp.py:68(wrapped)
        1    0.000    0.000    0.000    0.000 ism.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 cache.py:1(<module>)
       52    0.000    0.000    0.000    0.000 threading.py:398(notify)
        6    0.000    0.000    0.000    0.000 message.py:243(get_payload)
       51    0.000    0.000    0.000    0.000 parse.py:1230(_splittag)
        1    0.000    0.000    0.000    0.000 common.py:149(RequestHandler)
        2    0.000    0.000    0.000    0.000 connection.py:132(__init__)
       76    0.000    0.000    0.000    0.000 _local.py:505(__new__)
        6    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
       25    0.000    0.000    0.000    0.000 tokenize.py:575(_generate_tokens_from_c_tokenizer)
        8    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
       24    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
       45    0.000    0.000    0.000    0.000 _utils.py:1738(<genexpr>)
      246    0.000    0.000    0.000    0.000 traversal.py:130(<genexpr>)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:1813(add_default_extra_info)
       20    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       38    0.000    0.000    0.000    0.000 enum.py:37(_is_descriptor)
       12    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        6    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        1    0.000    0.000    0.000    0.000 request.py:23(getproxies_registry_patched)
        6    0.000    0.000    0.000    0.000 response.py:210(_get_decoder)
        6    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        2    0.000    0.000    0.000    0.000 _base.py:840(_report_alerts)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
      100    0.000    0.000    0.000    0.000 _video.py:2462(<lambda>)
        1    0.000    0.000    0.000    0.000 common.py:144(Features)
        2    0.000    0.000    0.000    0.000 _video.py:2135(_store_nsig_code_to_cache)
        1    0.000    0.000    0.000    0.000 _utils.py:3064(get_compatible_ext)
       24    0.000    0.000    0.000    0.000 common.py:41(inner)
      103    0.000    0.000    0.000    0.000 message.py:515(set_raw)
        1    0.000    0.000    0.000    0.000 request.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen ntpath>:261(dirname)
        4    0.000    0.000    0.000    0.000 locale.py:347(_replace_encoding)
        8    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 {built-in method nt.open}
       51    0.000    0.000    0.000    0.000 parse.py:1078(unwrap)
        1    0.000    0.000    0.000    0.000 _notifications.py:1(<module>)
       29    0.000    0.000    0.000    0.000 enum.py:1244(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 request.py:2692(getproxies_registry)
      4/2    0.000    0.000    0.000    0.000 __init__.py:4(get_suitable_downloader)
        6    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
       12    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        1    0.000    0.000    0.000    0.000 rtmp.py:1(<module>)
      110    0.000    0.000    0.000    0.000 <frozen os>:779(check_str)
        1    0.000    0.000    0.000    0.000 bunnycdn.py:1(<module>)
        6    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
       17    0.000    0.000    0.000    0.000 YoutubeDL.py:1207(_copy_infodict)
       20    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 common.py:37(FileDownloader)
        1    0.000    0.000    0.000    0.000 external.py:32(Features)
       16    0.000    0.000    0.000    0.000 jsinterp.py:78(wrapped)
        6    0.000    0.000    0.000    0.000 response.py:1080(close)
      448    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 fc2.py:1(<module>)
      353    0.000    0.000    0.000    0.000 _base.py:922(<lambda>)
        1    0.000    0.000    0.000    0.000 sponsorblock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _requests.py:170(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:3614(ISO639Utils)
        2    0.000    0.000    0.000    0.000 _base.py:827(_extract_alerts)
       44    0.000    0.000    0.000    0.000 networking.py:141(get)
      102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       85    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
      129    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      132    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       56    0.000    0.000    0.000    0.000 _utils.py:3029(<lambda>)
        3    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        4    0.000    0.000    0.000    0.000 _utils.py:2125(_change_extension)
       54    0.000    0.000    0.000    0.000 _video.py:3692(<genexpr>)
        6    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
       76    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
        1    0.000    0.000    0.000    0.000 xattrpp.py:1(<module>)
       28    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
        1    0.000    0.000    0.000    0.000 youtube_live_chat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method today}
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
       82    0.000    0.000    0.000    0.000 cookiejar.py:1141(return_ok_expires)
        1    0.000    0.000    0.000    0.000 _tab.py:2237(YoutubePlaylistIE)
       24    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 common.py:1848(_remove_duplicate_formats)
        6    0.000    0.000    0.000    0.000 utils.py:636(unquote_unreserved)
       98    0.000    0.000    0.000    0.000 _video.py:3414(<lambda>)
       16    0.000    0.000    0.000    0.000 dataclasses.py:437(add_fn)
        6    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        8    0.000    0.000    0.000    0.000 decoder.py:31(__init__)
       46    0.000    0.000    0.000    0.000 cookies.py:591(value_decode)
        6    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:254(basename)
       14    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        6    0.000    0.000    0.000    0.000 _requests.py:296(_check_extensions)
       12    0.000    0.000    0.000    0.000 timeout.py:188(clone)
       69    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
        6    0.000    0.000    0.000    0.000 utils.py:539(get_encoding_from_headers)
       16    0.000    0.000    0.000    0.000 _base.py:194(_split_innertube_client)
       23    0.000    0.000    0.000    0.000 _video.py:2037(_print_sig_code)
      274    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 response.py:118(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
       44    0.000    0.000    0.000    0.000 YoutubeDL.py:2762(sanitize_string_field)
        6    0.000    0.000    0.000    0.000 models.py:207(register_hook)
      260    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _base.py:249(YoutubeBaseInfoExtractor)
        1    0.000    0.000    0.000    0.000 _utils.py:3820(ISO3166Utils)
       27    0.000    0.000    0.000    0.000 common.py:3984(__init_subclass__)
      107    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 _requests.py:318(_prepare_headers)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:4128(cookiejar)
        1    0.000    0.000    0.000    0.000 _utils.py:2198(LazyList)
      173    0.000    0.000    0.000    0.000 cookiejar.py:810(is_expired)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:89(__init__)
        1    0.000    0.000    0.000    0.000 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        3    0.000    0.000    0.000    0.000 adapters.py:240(init_poolmanager)
        3    0.000    0.000    0.000    0.000 _utils.py:5492(<genexpr>)
      105    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.000    0.000 socket.py:782(close)
        7    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.000    0.000 YoutubeDL.py:3528(fixup)
        6    0.000    0.000    0.000    0.000 common.py:290(_check_url_scheme)
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.000    0.000 _base.py:35(_PoTokenContext)
       61    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       66    0.000    0.000    0.000    0.000 _strptime.py:32(_findall)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       54    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
      229    0.000    0.000    0.000    0.000 enum.py:1333(value)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        1    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
      118    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:93(load_cookies)
        1    0.000    0.000    0.000    0.000 parse.py:559(urljoin)
        1    0.000    0.000    0.000    0.000 _strptime.py:255(__calc_timezone)
        6    0.000    0.000    0.000    0.000 client.py:396(_check_close)
      103    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
        1    0.000    0.000    0.000    0.000 _utils.py:5085(_UnsafeExtensionError)
       65    0.000    0.000    0.000    0.000 client.py:1066(_output)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
       39    0.000    0.000    0.000    0.000 _video.py:3686(<genexpr>)
